brokered_by,price,bed,bath,house_size,status_sold,property_type_large,property_type_medium,property_type_small
30807,225000,3,3,1801,1,0,1,0
22611,350000,2,2,1501,1,0,1,0
2916,675000,5,6,3536,1,1,0,0
15367,374900,3,3,2134,1,0,1,0
6823,174900,4,2,1200,1,0,0,1
106773,459000,6,3,3596,1,1,0,0
59042,399900,3,3,2496,1,0,1,0
79880,789900,4,3,2992,1,0,1,0
79880,849900,4,3,3635,1,1,0,0
65014,635000,4,2,1901,1,0,1,0
81220,195000,2,1,908,1,0,0,1
22657,379900,2,2,1248,1,0,0,1
53014,435000,3,3,1844,1,0,1,0
52955,575000,3,4,2646,1,0,1,0
16709,210000,2,1,908,1,0,0,1
22657,493000,3,3,2316,1,0,1,0
81573,349900,3,3,1570,1,0,1,0
78707,499900,3,3,2183,1,0,1,0
78915,259000,3,2,1200,1,0,0,1
55823,350000,3,2,1669,1,0,1,0
30807,184900,2,2,1171,1,0,0,1
8118,499000,4,3,2600,1,0,1,0
59042,225000,3,3,1408,1,0,0,1
58984,160000,3,2,1269,1,0,0,1
53014,323000,3,3,2076,1,0,1,0
15367,142000,2,2,1307,1,0,0,1
78915,79000,2,1,828,1,0,0,1
30807,450000,4,3,2170,1,0,1,0
81276,324900,3,3,1685,1,0,1,0
52993,260000,3,1,975,1,0,0,1
45057,130000,3,1,840,1,0,0,1
41796,819900,5,6,6672,1,1,0,0
15341,285000,3,1,990,1,0,0,1
8113,489900,4,4,3008,1,1,0,0
106773,364900,3,2,1580,1,0,1,0
42258,350000,5,6,5152,1,1,0,0
30807,210000,2,2,1236,1,0,0,1
62420,95000,2,1,1024,1,0,0,1
78413,362000,3,3,2232,1,0,1,0
79344,242500,2,2,1050,1,0,0,1
106518,39900,2,1,600,1,0,0,1
71346,475000,4,3,2252,1,0,1,0
106904,165000,1,1,544,1,0,0,1
30807,50000,2,1,1144,1,0,0,1
16069,169900,3,1,888,1,0,0,1
79086,216995,1,1,708,1,0,0,1
8139,419900,4,3,2500,1,0,1,0
22301,765000,5,3,3113,1,1,0,0
15341,584900,5,4,3170,1,1,0,0
106767,425000,4,3,2028,1,0,1,0
79086,739000,4,3,3032,1,1,0,0
22611,124900,1,1,775,1,0,0,1
76284,315500,3,2,1751,1,0,1,0
22301,600000,4,3,3662,1,1,0,0
30807,340000,3,3,1376,1,0,0,1
106835,375000,3,3,2236,1,0,1,0
106835,325000,3,3,1574,1,0,1,0
51498,499900,3,3,2016,1,0,1,0
81220,539000,4,3,1910,1,0,1,0
8114,625000,4,3,3167,1,1,0,0
8083,344900,4,3,1797,1,0,1,0
91887,350000,4,2,1591,1,0,1,0
30807,320000,4,2,2014,1,0,1,0
86635,465000,4,3,2471,1,0,1,0
106904,779000,5,3,2702,1,0,1,0
30807,440000,4,3,2516,1,0,1,0
11268,385000,5,2,2375,1,0,1,0
45111,281000,2,2,960,1,0,0,1
16069,260000,4,3,1852,1,0,1,0
16262,659500,4,3,3559,1,1,0,0
8083,435000,3,3,2633,1,0,1,0
16262,549900,3,2,1932,1,0,1,0
2791,125000,2,1,684,1,0,0,1
30807,164990,4,2,1624,1,0,1,0
81399,185000,3,2,1148,1,0,0,1
22611,250000,2,1,912,1,0,0,1
86263,499000,4,3,3068,1,1,0,0
44656,318900,3,2,1625,1,0,1,0
53060,221999,3,2,1188,1,0,0,1
15786,299000,3,1,1176,1,0,0,1
38913,315000,2,3,1426,1,0,0,1
78588,269000,2,2,1226,1,0,0,1
105385,138000,2,2,1850,1,0,1,0
15420,720000,4,3,2658,1,0,1,0
8136,289900,4,3,1682,1,0,1,0
78588,540000,4,3,2732,1,0,1,0
78348,549000,3,3,1494,1,0,0,1
22301,390000,3,3,1624,1,0,1,0
53014,389900,3,3,1786,1,0,1,0
16262,579900,4,3,2964,1,0,1,0
86635,250000,4,1,1624,1,0,1,0
30807,250000,3,3,1504,1,0,1,0
53475,350000,3,2,1804,1,0,1,0
8123,759000,4,3,2352,1,0,1,0
53014,685000,3,3,2782,1,0,1,0
81063,689900,4,3,2696,1,0,1,0
30807,525000,4,3,2276,1,0,1,0
30807,195000,1,1,1075,1,0,0,1
52993,329900,3,3,1620,1,0,1,0
52993,279900,3,1,1000,1,0,0,1
8131,290000,3,2,1296,1,0,0,1
26921,259000,4,2,1296,1,0,0,1
52990,599000,4,4,5409,1,1,0,0
72227,250000,2,1,912,1,0,0,1
15675,789900,3,3,2500,1,0,1,0
78919,359999,3,2,1825,1,0,1,0
15367,739000,4,3,3062,1,1,0,0
2791,225000,4,1,1426,1,0,0,1
78588,550000,2,3,2279,1,0,1,0
84340,268888,3,1,933,1,0,0,1
81259,279900,2,2,1412,1,0,0,1
78915,250000,2,2,1336,1,0,0,1
106773,210000,2,2,1336,1,0,0,1
106773,450000,3,2,1736,1,0,1,0
106773,205000,2,2,1215,1,0,0,1
52990,370000,3,3,3024,1,1,0,0
53475,424900,3,2,1964,1,0,1,0
78915,239900,2,2,1215,1,0,0,1
15367,829000,4,3,3402,1,1,0,0
8139,310000,4,2,1768,1,0,1,0
8109,449900,3,2,1906,1,0,1,0
15341,279000,3,2,1440,1,0,0,1
22611,231000,4,2,1926,1,0,1,0
52993,325000,4,1,1080,1,0,0,1
78915,224900,4,2,1304,1,0,0,1
81851,625000,4,3,2300,1,0,1,0
53475,369900,5,3,2422,1,0,1,0
81277,319900,3,2,1860,1,0,1,0
8083,175000,2,2,1283,1,0,0,1
79086,499000,4,3,2642,1,0,1,0
22611,250000,3,3,1554,1,0,1,0
22611,315000,3,3,1966,1,0,1,0
22611,500000,5,4,2525,1,0,1,0
8114,400000,4,3,2494,1,0,1,0
53060,265000,3,3,1932,1,0,1,0
59042,599000,3,3,2903,1,0,1,0
53060,284900,3,3,2320,1,0,1,0
8114,369999,2,2,3388,1,1,0,0
8114,179900,2,1,1164,1,0,0,1
78915,170000,1,2,1152,1,0,0,1
59044,219999,3,2,1279,1,0,0,1
53475,122000,2,1,968,1,0,0,1
106773,275000,4,2,1537,1,0,1,0
30765,299000,2,1,9999,1,1,0,0
22611,299999,2,1,1016,1,0,0,1
16838,250000,3,2,1268,1,0,0,1
8122,219000,2,2,1484,1,0,0,1
83378,367000,2,3,1575,1,0,1,0
8100,419900,3,2,2020,1,0,1,0
8123,290000,4,2,1394,1,0,0,1
22747,205900,2,2,1121,1,0,0,1
8122,875000,3,3,2555,1,0,1,0
74746,180000,2,1,1008,1,0,0,1
8124,67000,3,1,1102,1,0,0,1
6823,249900,2,1,972,1,0,0,1
88042,90000,3,1,1160,1,0,0,1
106705,489000,3,3,2109,1,0,1,0
78707,345000,3,3,1720,1,0,1,0
106728,319000,3,3,1574,1,0,1,0
22611,419000,3,4,1605,1,0,1,0
38913,275000,2,3,1168,1,0,0,1
106796,469000,3,3,2126,1,0,1,0
53051,349900,3,2,1142,1,0,0,1
41223,360000,3,3,1488,1,0,0,1
79457,260000,3,1,979,1,0,0,1
8122,799000,3,3,1504,1,0,1,0
26921,254900,2,3,1260,1,0,0,1
22747,489000,4,3,2100,1,0,1,0
8123,396000,4,2,1796,1,0,1,0
52665,365000,4,2,1152,1,0,0,1
22746,195000,2,1,1008,1,0,0,1
8124,330000,3,2,1160,1,0,0,1
15323,579900,4,3,2050,1,0,1,0
106904,200000,4,2,1564,1,0,1,0
8122,249888,2,2,1230,1,0,0,1
22746,210000,2,2,1203,1,0,0,1
59384,214000,2,2,1061,1,0,0,1
81851,559900,4,3,2579,1,0,1,0
77692,1250000,4,4,4404,1,1,0,0
8124,314000,2,3,1579,1,0,1,0
8122,510000,3,2,2236,1,0,1,0
8122,970000,4,5,4580,1,1,0,0
44625,1049000,5,4,2814,1,0,1,0
8123,85817,1,1,660,1,0,0,1
19403,419900,3,3,1960,1,0,1,0
26921,269900,3,1,1310,1,0,0,1
78901,699000,3,3,2210,1,0,1,0
59384,725000,4,2,3000,1,1,0,0
22611,525000,4,3,3046,1,1,0,0
8100,415000,3,2,1566,1,0,1,0
8099,449000,5,3,2468,1,0,1,0
78588,289900,3,2,1480,1,0,0,1
22611,299900,3,2,1800,1,0,1,0
30765,449900,3,3,4256,1,1,0,0
8122,600000,3,2,1139,1,0,0,1
102436,2900000,5,8,8000,1,1,0,0
102436,1050000,5,6,5176,1,1,0,0
78707,255000,2,2,1401,1,0,0,1
10768,200000,2,1,1073,1,0,0,1
52665,230000,2,2,1138,1,0,0,1
8124,325000,3,3,1428,1,0,0,1
26921,130000,4,1,1116,1,0,0,1
30144,149000,2,2,1120,1,0,0,1
22747,259900,3,2,1396,1,0,0,1
81851,559900,4,3,2579,1,0,1,0
92392,349900,4,2,1496,1,0,0,1
22611,849000,4,5,4000,1,1,0,0
81181,509000,4,3,2434,1,0,1,0
78571,264900,3,2,1431,1,0,0,1
10768,319999,2,3,1372,1,0,0,1
1611,139900,3,2,1088,1,0,0,1
76957,980000,5,4,3327,1,1,0,0
22611,675000,3,4,2697,1,0,1,0
51825,395000,3,2,1548,1,0,1,0
53014,400000,2,3,2377,1,0,1,0
53014,74500,3,1,956,1,0,0,1
78901,249000,2,2,1275,1,0,0,1
94640,495000,2,1,1305,1,0,0,1
94640,989000,4,2,2448,1,0,1,0
8123,300000,3,2,1540,1,0,1,0
22657,525000,5,4,2872,1,0,1,0
106777,369900,2,3,1568,1,0,1,0
79363,439000,4,3,1720,1,0,1,0
28194,289900,4,2,1339,1,0,0,1
106908,330000,4,2,2061,1,0,1,0
94640,1037000,4,3,2284,1,0,1,0
53014,189000,2,2,1100,1,0,0,1
106908,359000,3,3,1458,1,0,0,1
8124,317500,3,1,1014,1,0,0,1
8124,187000,2,2,1278,1,0,0,1
110103,219900,4,1,1350,1,0,0,1
22746,160000,3,1,876,1,0,0,1
106906,485000,6,4,2985,1,0,1,0
77692,699000,3,2,1244,1,0,0,1
8100,475000,4,3,2334,1,0,1,0
8123,688000,5,4,2656,1,0,1,0
17541,1150000,5,5,4175,1,1,0,0
16262,379000,2,1,1450,1,0,0,1
8122,739000,5,3,3066,1,1,0,0
92392,105000,3,1,1008,1,0,0,1
8124,294000,2,3,1547,1,0,1,0
91887,577000,4,3,2094,1,0,1,0
7969,959500,4,4,3513,1,1,0,0
22746,589900,4,3,3086,1,1,0,0
8100,450000,3,2,1778,1,0,1,0
23991,64900,2,1,784,1,0,0,1
106908,243000,2,2,1092,1,0,0,1
30807,65000,3,1,1026,1,0,0,1
8122,690000,4,3,2599,1,0,1,0
22747,650000,2,1,720,1,0,0,1
30807,360000,4,2,1823,1,0,1,0
78901,2150000,5,5,3964,1,1,0,0
8124,199999,2,1,983,1,0,0,1
52993,136403,2,1,935,1,0,0,1
8122,619999,4,3,1947,1,0,1,0
78901,1249000,4,5,5609,1,1,0,0
8122,220000,2,2,1446,1,0,0,1
8123,699900,4,3,2324,1,0,1,0
8163,485000,4,2,1764,1,0,1,0
106776,585000,4,3,3256,1,1,0,0
22611,685000,4,3,2175,1,0,1,0
78707,299900,2,3,1416,1,0,0,1
82843,319000,2,3,1401,1,0,0,1
8124,289000,3,1,1148,1,0,0,1
51498,339900,3,2,2500,1,0,1,0
8122,265000,2,2,1036,1,0,0,1
52993,320000,3,2,1500,1,0,1,0
52993,159900,2,1,1000,1,0,0,1
8124,185000,2,1,624,1,0,0,1
22746,569000,3,4,2110,1,0,1,0
77692,220000,2,1,1083,1,0,0,1
22747,460000,3,3,2208,1,0,1,0
8139,519900,4,3,2189,1,0,1,0
30807,345000,3,2,1304,1,0,0,1
8122,219900,2,1,935,1,0,0,1
15323,590000,3,3,1968,1,0,1,0
8122,565000,4,3,1950,1,0,1,0
106908,345000,4,3,1632,1,0,1,0
92392,110000,3,1,1170,1,0,0,1
8122,695000,4,3,1848,1,0,1,0
26921,549900,4,3,2223,1,0,1,0
83544,470000,3,3,2443,1,0,1,0
22747,594900,3,3,1897,1,0,1,0
30144,299900,3,1,1548,1,0,1,0
37452,359900,3,2,1412,1,0,0,1
109198,640000,4,3,2466,1,0,1,0
30765,599999,4,3,2100,1,0,1,0
44118,259000,2,2,1060,1,0,0,1
106908,464900,3,1,1166,1,0,0,1
106908,350000,2,3,1463,1,0,0,1
8122,560000,5,3,2385,1,0,1,0
23991,84000,3,1,1472,1,0,0,1
53014,250000,3,1,1376,1,0,0,1
8122,850000,4,3,2650,1,0,1,0
78707,420000,2,3,1502,1,0,1,0
106703,289900,3,2,1554,1,0,1,0
8123,350000,3,3,1628,1,0,1,0
22746,859990,4,4,2710,1,0,1,0
6456,129900,3,1,1008,1,0,0,1
8122,1100000,5,3,2458,1,0,1,0
26921,364900,3,2,1448,1,0,0,1
45057,145000,3,2,1624,1,0,1,0
22611,550000,6,4,3000,1,1,0,0
68861,325000,2,3,1640,1,0,1,0
8124,239900,2,3,1296,1,0,0,1
8123,1299999,5,4,4879,1,1,0,0
8113,190000,2,2,1100,1,0,0,1
22746,600000,3,3,2482,1,0,1,0
106743,729900,4,3,3087,1,1,0,0
22657,775000,4,5,4650,1,1,0,0
51454,375000,3,3,1829,1,0,1,0
22611,569900,4,4,2880,1,0,1,0
52665,280000,2,2,1148,1,0,0,1
67147,244000,2,2,1210,1,0,0,1
53650,485000,4,3,2044,1,0,1,0
53014,970000,5,6,4739,1,1,0,0
62420,86000,3,1,972,1,0,0,1
6456,179900,3,1,1158,1,0,0,1
8124,110000,4,1,1440,1,0,0,1
8123,519900,4,3,2074,1,0,1,0
109505,275000,2,2,1120,1,0,0,1
77692,799000,4,3,1764,1,0,1,0
106904,379900,3,2,1568,1,0,1,0
42258,175000,4,2,1358,1,0,0,1
15323,289000,3,3,1200,1,0,0,1
22747,595000,4,3,2184,1,0,1,0
22747,324900,5,2,2010,1,0,1,0
30144,191000,2,1,728,1,0,0,1
22653,369900,3,3,1776,1,0,1,0
106796,669000,4,3,2910,1,0,1,0
81584,259900,3,2,1448,1,0,0,1
8100,451900,3,3,2024,1,0,1,0
8124,384900,3,3,1928,1,0,1,0
78901,419000,2,3,1807,1,0,1,0
23991,460000,3,2,1848,1,0,1,0
53014,949500,4,5,3891,1,1,0,0
22746,525000,3,2,1875,1,0,1,0
8100,314900,3,2,1328,1,0,0,1
15323,549900,4,3,2326,1,0,1,0
22746,189900,2,2,1100,1,0,0,1
22301,368990,4,2,2200,1,0,1,0
92392,559900,4,3,2392,1,0,1,0
53099,139900,4,1,1476,1,0,0,1
8100,599900,4,3,3478,1,1,0,0
77692,699000,3,2,1776,1,0,1,0
104275,237500,3,1,1324,1,0,0,1
8124,399000,4,3,2208,1,0,1,0
83379,469000,3,3,1914,1,0,1,0
79925,175000,2,1,1065,1,0,0,1
16262,440000,4,3,1955,1,0,1,0
53014,439000,4,2,1746,1,0,1,0
8122,584000,4,3,2094,1,0,1,0
110103,189900,4,1,1116,1,0,0,1
30807,349900,3,2,1920,1,0,1,0
92608,1180000,5,4,4912,1,1,0,0
26621,249900,4,2,1458,1,0,0,1
23991,499000,3,2,1878,1,0,1,0
38804,125000,3,2,1156,1,0,0,1
8124,219900,4,1,1320,1,0,0,1
22746,475000,4,3,1718,1,0,1,0
8124,285000,2,2,1436,1,0,0,1
52993,204900,2,2,1080,1,0,0,1
106904,365000,2,3,1307,1,0,0,1
92392,379900,5,3,2796,1,0,1,0
15323,539900,3,3,1740,1,0,1,0
8100,319900,3,2,1614,1,0,1,0
22747,269900,3,3,1376,1,0,0,1
77692,699000,3,3,1674,1,0,1,0
30807,325000,3,2,1801,1,0,1,0
30144,240000,3,1,1360,1,0,0,1
52993,479999,3,2,1700,1,0,1,0
106904,169900,2,1,870,1,0,0,1
53614,349900,2,2,1532,1,0,1,0
7900,398900,2,2,1782,1,0,1,0
30765,314900,2,3,1416,1,0,0,1
91664,265000,2,2,1138,1,0,0,1
105454,339000,2,2,1362,1,0,0,1
8124,99000,4,1,1184,1,0,0,1
44138,625000,4,4,2906,1,0,1,0
8100,985000,5,4,3267,1,1,0,0
22746,695000,4,3,2358,1,0,1,0
16262,189000,4,2,1920,1,0,1,0
92392,270000,3,1,1100,1,0,0,1
8124,325000,3,3,1307,1,0,0,1
22746,274900,2,2,1192,1,0,0,1
19403,229000,2,2,1212,1,0,0,1
8122,429900,3,3,1960,1,0,1,0
6456,214900,4,2,1522,1,0,1,0
8122,899000,2,3,1700,1,0,1,0
45045,189000,3,1,1371,1,0,0,1
8122,849000,3,2,2120,1,0,1,0
8124,250000,3,1,1858,1,0,1,0
30807,374900,5,5,2084,1,0,1,0
30144,369000,2,2,1676,1,0,1,0
77692,799000,4,3,2621,1,0,1,0
106908,405000,3,2,1187,1,0,0,1
84340,289900,2,2,1573,1,0,1,0
91664,320000,4,4,1888,1,0,1,0
22746,749000,3,3,3516,1,1,0,0
52955,969000,4,4,3187,1,1,0,0
19403,259900,2,2,1216,1,0,0,1
22611,524900,4,3,1968,1,0,1,0
22611,325000,2,3,1276,1,0,0,1
82843,399500,3,3,1702,1,0,1,0
53060,239000,3,1,992,1,0,0,1
78901,1149000,5,3,3070,1,1,0,0
53014,519000,4,3,2734,1,0,1,0
106906,295000,3,2,816,1,0,0,1
53014,379000,4,3,1954,1,0,1,0
53014,365000,1,1,918,1,0,0,1
77692,1399000,5,6,4753,1,1,0,0
22746,580000,5,6,3522,1,1,0,0
53009,297400,3,2,1340,1,0,0,1
110103,254900,3,2,1387,1,0,0,1
22747,699000,2,2,1376,1,0,0,1
80489,91500,5,1,1664,1,0,1,0
8122,1650000,3,5,4168,1,1,0,0
16262,299900,3,3,1464,1,0,0,1
8122,619999,4,3,2640,1,0,1,0
8124,364000,4,3,2208,1,0,1,0
26921,274900,3,2,1346,1,0,0,1
106711,475000,4,3,2332,1,0,1,0
22611,349900,3,2,1278,1,0,0,1
106769,825000,5,4,2931,1,0,1,0
51454,390000,3,3,1604,1,0,1,0
7969,249900,2,2,1160,1,0,0,1
106904,199000,2,2,1100,1,0,0,1
26921,229900,3,1,1452,1,0,0,1
53014,575000,4,3,1872,1,0,1,0
8122,499999,3,2,2226,1,0,1,0
94640,749900,3,3,1649,1,0,1,0
8122,515000,3,3,1794,1,0,1,0
22747,449500,3,3,2058,1,0,1,0
16262,499000,4,3,2004,1,0,1,0
22746,289900,2,2,1331,1,0,0,1
8122,540000,4,2,1900,1,0,1,0
8124,325000,3,3,1369,1,0,0,1
8122,950000,4,4,2662,1,0,1,0
106906,385000,3,2,1341,1,0,0,1
78707,450000,3,3,2126,1,0,1,0
17540,240000,2,2,1550,1,0,1,0
8123,219900,1,1,853,1,0,0,1
22746,445000,4,3,2200,1,0,1,0
106908,389000,3,2,1709,1,0,1,0
106904,342000,3,3,1740,1,0,1,0
106908,529900,4,3,2681,1,0,1,0
8100,235000,4,1,1123,1,0,0,1
8124,324900,4,2,1380,1,0,0,1
26921,274900,3,1,1080,1,0,0,1
78901,455000,3,3,1280,1,0,0,1
8123,254900,2,2,1311,1,0,0,1
8124,85000,3,1,964,1,0,0,1
28194,279900,2,1,1092,1,0,0,1
8122,750000,3,4,3672,1,1,0,0
53014,265000,3,1,1713,1,0,1,0
15323,899000,5,4,3056,1,1,0,0
53014,229900,2,3,1272,1,0,0,1
106777,659800,4,3,2606,1,0,1,0
110122,325000,2,3,1343,1,0,0,1
78571,775000,4,4,3328,1,1,0,0
79344,189900,1,1,990,1,0,0,1
79711,282500,3,2,1100,1,0,0,1
9841,269000,3,3,1437,1,0,0,1
22746,609900,4,3,2429,1,0,1,0
53014,369000,3,3,1904,1,0,1,0
8122,224900,2,2,1133,1,0,0,1
106743,454900,3,3,1994,1,0,1,0
106743,199000,4,2,1416,1,0,0,1
8124,325000,3,2,1739,1,0,1,0
77692,680000,4,3,2154,1,0,1,0
53060,305000,4,2,1465,1,0,0,1
28194,350000,4,2,1353,1,0,0,1
52993,625000,5,3,3096,1,1,0,0
53014,379000,4,2,1828,1,0,1,0
53014,347500,3,1,1326,1,0,0,1
78707,525000,4,2,2012,1,0,1,0
79747,474900,4,3,2756,1,0,1,0
8124,479900,3,2,1170,1,0,0,1
22657,299900,2,3,1430,1,0,0,1
77692,799000,4,3,2154,1,0,1,0
19403,525000,4,3,1908,1,0,1,0
8123,319900,3,1,1166,1,0,0,1
15323,649900,4,3,2350,1,0,1,0
79747,175000,4,1,1321,1,0,0,1
84137,199900,4,2,1674,1,0,1,0
16262,154999,4,2,1345,1,0,0,1
64698,160000,3,1,1400,1,0,0,1
106904,239900,3,1,1142,1,0,0,1
51498,650000,4,4,2364,1,0,1,0
79880,499900,4,3,2058,1,0,1,0
106812,569000,4,3,1972,1,0,1,0
38913,279000,2,3,1444,1,0,0,1
81259,519900,4,2,1843,1,0,1,0
16251,380000,3,3,1696,1,0,1,0
106904,218000,2,3,1260,1,0,0,1
106908,345000,3,1,1224,1,0,0,1
55204,224900,2,1,1030,1,0,0,1
28043,378999,4,3,1800,1,0,1,0
8100,335000,3,3,1579,1,0,1,0
8122,575000,5,4,3159,1,1,0,0
78707,539000,3,3,1968,1,0,1,0
51454,341900,3,3,1800,1,0,1,0
106908,449000,4,2,2281,1,0,1,0
8122,698000,3,3,1800,1,0,1,0
8124,385000,4,2,1823,1,0,1,0
30807,245000,2,3,1250,1,0,0,1
22747,284900,4,2,1554,1,0,1,0
28194,260000,3,2,1078,1,0,0,1
50796,195000,3,2,1738,1,0,1,0
94640,999000,3,2,1554,1,0,1,0
8122,1200000,8,4,3380,1,1,0,0
8122,945000,3,4,1794,1,0,1,0
22746,284900,3,1,1500,1,0,1,0
109198,649900,4,3,3155,1,1,0,0
22611,370000,2,2,1104,1,0,0,1
30807,300000,3,3,2200,1,0,1,0
17541,1730000,5,4,3190,1,1,0,0
22747,2199000,5,6,5210,1,1,0,0
22301,399900,3,2,2000,1,0,1,0
78707,235000,2,2,1484,1,0,0,1
105286,225000,3,2,2048,1,0,1,0
79257,272000,1,2,1200,1,0,0,1
15786,949000,4,3,3696,1,1,0,0
81584,549000,4,3,2282,1,0,1,0
16838,250000,2,2,1232,1,0,0,1
22611,375000,4,4,3000,1,1,0,0
110122,300000,2,2,1472,1,0,0,1
106902,495000,7,4,4140,1,1,0,0
15927,539900,3,2,1794,1,0,1,0
22611,389000,2,3,1692,1,0,1,0
81259,289000,2,3,1452,1,0,0,1
78948,349900,3,1,1200,1,0,0,1
79257,350000,2,1,726,1,0,0,1
44138,99000,3,2,1782,1,0,1,0
22611,509000,4,2,2397,1,0,1,0
22611,399900,4,3,2074,1,0,1,0
22653,350000,2,2,1781,1,0,1,0
22611,525000,3,3,2668,1,0,1,0
22611,599000,3,3,2329,1,0,1,0
52665,380000,3,2,1664,1,0,1,0
51498,219000,2,1,974,1,0,0,1
52665,289999,2,2,1195,1,0,0,1
10768,1499900,5,6,4600,1,1,0,0
8124,349900,2,2,1407,1,0,0,1
22747,324999,4,2,1346,1,0,0,1
53014,150000,3,2,1064,1,0,0,1
78707,375000,3,1,1728,1,0,1,0
10768,899900,5,3,3850,1,1,0,0
8122,369000,2,2,1656,1,0,1,0
19403,1095000,5,3,3400,1,1,0,0
22657,995000,4,5,4943,1,1,0,0
106711,568800,4,3,2945,1,0,1,0
38913,739900,5,3,2928,1,0,1,0
51477,369900,2,2,1731,1,0,1,0
15323,649900,4,3,2366,1,0,1,0
51498,609900,4,3,2730,1,0,1,0
78393,229000,2,1,890,1,0,0,1
53014,249900,2,2,1060,1,0,0,1
78571,179900,1,1,861,1,0,0,1
79880,519900,3,3,2162,1,0,1,0
106769,575000,3,3,2272,1,0,1,0
92391,619900,4,3,3228,1,1,0,0
51454,675000,4,3,2614,1,0,1,0
71346,250000,2,2,1064,1,0,0,1
106776,450000,2,3,1820,1,0,1,0
22624,410000,3,2,2030,1,0,1,0
106711,599900,4,4,2713,1,0,1,0
8122,259990,2,1,1008,1,0,0,1
22611,630000,5,3,2626,1,0,1,0
106728,569900,4,4,2480,1,0,1,0
106728,524999,3,4,2186,1,0,1,0
106728,319000,2,3,1416,1,0,0,1
22611,399000,4,3,2084,1,0,1,0
72397,529000,4,4,2102,1,0,1,0
22611,849900,4,4,4120,1,1,0,0
22623,699000,4,4,2600,1,0,1,0
7900,549000,2,4,2031,1,0,1,0
30765,795000,4,3,2552,1,0,1,0
41414,389900,3,2,1123,1,0,0,1
79925,549900,3,3,1960,1,0,1,0
52983,999000,6,5,3580,1,1,0,0
10768,695000,3,2,1988,1,0,1,0
82843,849000,5,2,2400,1,0,1,0
10768,979000,4,3,3340,1,1,0,0
22709,455000,2,3,1464,1,0,0,1
53016,769000,4,4,2200,1,0,1,0
102436,580000,2,3,2037,1,0,1,0
106776,1499000,2,3,2500,1,0,1,0
106776,799999,4,3,2856,1,0,1,0
106776,715000,4,3,2714,1,0,1,0
10768,629900,4,4,2020,1,0,1,0
109198,240000,3,1,1232,1,0,0,1
16069,250000,3,2,1508,1,0,1,0
81578,149000,3,2,1364,1,0,0,1
79456,220000,3,2,1212,1,0,0,1
79457,60000,2,1,924,1,0,0,1
53060,470000,4,3,3011,1,1,0,0
30144,310000,3,2,1508,1,0,1,0
15367,315000,4,2,1490,1,0,0,1
79457,287000,3,2,1454,1,0,0,1
16046,274900,3,3,1332,1,0,0,1
16046,449900,4,3,2613,1,0,1,0
22611,289500,3,2,1372,1,0,0,1
106835,325000,4,2,1880,1,0,1,0
99484,125000,3,1,1161,1,0,0,1
79042,239900,3,3,2177,1,0,1,0
8095,170000,2,2,1188,1,0,0,1
8083,230000,3,3,1717,1,0,1,0
16046,312500,4,2,1732,1,0,1,0
30304,150000,2,2,1150,1,0,0,1
7282,225000,3,2,1228,1,0,0,1
78919,292000,3,2,1488,1,0,0,1
8136,335000,3,2,1838,1,0,1,0
56691,230000,3,3,1950,1,0,1,0
106835,335000,4,2,2080,1,0,1,0
55204,495000,4,4,3395,1,1,0,0
16046,149000,2,2,1250,1,0,0,1
8136,425000,4,3,2367,1,0,1,0
8136,199999,2,2,1136,1,0,0,1
81217,329900,4,3,2058,1,0,1,0
106778,125000,1,1,950,1,0,0,1
16046,139900,1,1,874,1,0,0,1
22611,275000,3,4,1480,1,0,0,1
8136,275000,4,2,1968,1,0,1,0
53060,295000,4,3,1887,1,0,1,0
78439,170000,2,1,672,1,0,0,1
8110,299900,4,2,1582,1,0,1,0
8113,107000,2,1,976,1,0,0,1
79034,285000,3,1,1016,1,0,0,1
45045,229900,3,1,1346,1,0,0,1
8114,339900,3,3,2778,1,0,1,0
16228,499900,2,3,2612,1,0,1,0
8115,330000,3,2,1627,1,0,1,0
8115,399900,4,3,2761,1,0,1,0
30807,89000,2,2,1132,1,0,0,1
81217,224900,4,2,2984,1,0,1,0
15367,205000,3,3,1796,1,0,1,0
8113,80000,2,2,992,1,0,0,1
88943,185000,3,2,1158,1,0,0,1
30807,229900,3,2,1200,1,0,0,1
81217,370000,3,3,2571,1,0,1,0
106706,360000,4,4,1984,1,0,1,0
53060,199900,3,2,1796,1,0,1,0
81578,185000,3,1,1120,1,0,0,1
35204,237000,3,2,1408,1,0,0,1
106835,154900,3,2,1250,1,0,0,1
16069,159900,2,1,720,1,0,0,1
8136,260000,5,2,2248,1,0,1,0
87698,118000,3,2,1280,1,0,0,1
81217,89900,1,1,680,1,0,0,1
15367,149900,2,1,720,1,0,0,1
53060,130000,3,2,1240,1,0,0,1
8136,239850,4,2,1551,1,0,1,0
53060,272900,4,2,2068,1,0,1,0
53060,148500,4,3,1812,1,0,1,0
78919,79400,1,1,616,1,0,0,1
30807,259900,4,3,1380,1,0,0,1
22611,97000,3,3,1646,1,0,1,0
30144,225000,3,2,1300,1,0,0,1
53045,395000,3,2,2268,1,0,1,0
30807,185000,2,1,815,1,0,0,1
81634,224900,3,2,1400,1,0,0,1
8116,214900,2,1,1120,1,0,0,1
76500,210000,3,2,1464,1,0,0,1
79042,200000,5,4,1914,1,0,1,0
30807,289900,3,2,1222,1,0,0,1
