brokered_by,price,bed,bath,house_size,status_sold,property_type_large,property_type_medium,property_type_small
32851,399900,3,1,1176,1,0,0,1
57226,499999,4,3,1914,1,0,1,0
30682,725000,6,3,2767,1,0,1,0
48246,699000,6,3,2641,1,0,1,0
14933,819900,4,4,2934,1,0,1,0
52660,489990,3,2,1519,1,0,1,0
78136,399900,3,1,1200,1,0,0,1
17658,349000,3,2,1018,1,0,0,1
22702,319000,2,3,725,1,0,0,1
44805,589900,4,2,2038,1,0,1,0
23923,419900,4,2,1213,1,0,0,1
22611,349000,2,1,1125,1,0,0,1
26670,179000,1,1,490,1,0,0,1
100906,409900,3,2,1488,1,0,0,1
55381,799900,8,4,3575,1,1,0,0
41735,679999,6,2,2117,1,0,1,0
14933,239900,1,2,455,1,0,0,1
17658,649900,6,3,2372,1,0,1,0
20079,529900,6,2,2743,1,0,1,0
13437,600000,3,2,1703,1,0,1,0
20997,699000,7,4,3032,1,1,0,0
22701,525000,4,2,1411,1,0,0,1
94173,379000,3,2,1262,1,0,0,1
53016,220000,1,1,525,1,0,0,1
48246,349000,3,2,1369,1,0,0,1
53016,425000,2,1,1198,1,0,0,1
15937,725000,4,2,2484,1,0,1,0
15937,697977,6,3,2694,1,0,1,0
55892,712500,6,2,2444,1,0,1,0
15937,449999,2,2,1200,1,0,0,1
23923,699000,6,3,2656,1,0,1,0
100906,349900,2,1,980,1,0,0,1
10685,1219000,6,7,5594,1,1,0,0
16829,539900,2,2,1976,1,0,1,0
82593,574900,3,2,1380,1,0,0,1
58503,799900,3,3,2300,1,0,1,0
53119,260000,1,1,558,1,0,0,1
15937,209900,1,1,444,1,0,0,1
22797,575000,3,3,1876,1,0,1,0
22696,524900,3,1,1219,1,0,0,1
6344,790000,5,2,2181,1,0,1,0
81604,569000,3,1,1349,1,0,0,1
57226,639900,2,2,1654,1,0,1,0
8409,599900,3,3,1980,1,0,1,0
21226,679900,3,2,2268,1,0,1,0
20640,639999,3,2,1663,1,0,1,0
57226,779900,4,3,2294,1,0,1,0
22797,699900,2,2,1937,1,0,1,0
53016,419900,4,2,1138,1,0,0,1
48104,645000,4,3,2651,1,0,1,0
22626,299900,2,1,935,1,0,0,1
40513,235000,1,1,612,1,0,0,1
48246,659900,3,4,2018,1,0,1,0
48104,599900,4,2,1728,1,0,1,0
53016,795000,9,3,4162,1,1,0,0
17658,475000,4,1,1044,1,0,0,1
15937,525000,3,1,1341,1,0,0,1
20701,459900,2,2,1183,1,0,0,1
22702,549000,3,2,1249,1,0,0,1
18575,459900,4,1,1518,1,0,1,0
22626,589999,3,2,1260,1,0,0,1
21881,549900,2,2,1389,1,0,0,1
32318,3400000,9,7,7037,1,1,0,0
38539,529000,3,2,1619,1,0,1,0
10732,435999,3,2,1197,1,0,0,1
55892,499000,2,1,1085,1,0,0,1
89538,299000,1,1,730,1,0,0,1
16829,799000,3,3,2701,1,0,1,0
62151,449900,3,2,1205,1,0,0,1
22626,489000,2,1,1050,1,0,0,1
48104,669000,3,2,1698,1,0,1,0
15937,349900,2,1,616,1,0,0,1
84533,619900,6,2,2341,1,0,1,0
15937,749900,4,3,2200,1,0,1,0
84533,579900,3,1,1795,1,0,1,0
89538,569900,3,2,1440,1,0,0,1
96118,499000,4,2,1650,1,0,1,0
48246,999000,4,3,3400,1,1,0,0
53016,659000,3,2,1384,1,0,0,1
24035,738000,4,2,2385,1,0,1,0
32246,589000,4,2,1157,1,0,0,1
69652,579900,3,2,1225,1,0,0,1
84533,535000,4,2,1824,1,0,1,0
21226,449900,3,2,1967,1,0,1,0
59868,749995,4,3,1736,1,0,1,0
59868,599995,2,2,1230,1,0,0,1
55379,379900,2,2,1240,1,0,0,1
84533,439000,3,2,1347,1,0,0,1
50732,498900,2,2,1485,1,0,0,1
107929,395000,2,2,1581,1,0,1,0
76200,519000,3,2,1662,1,0,1,0
22611,349900,2,2,1274,1,0,0,1
29077,649900,2,3,2621,1,0,1,0
78535,699900,4,3,2660,1,0,1,0
78535,439900,2,2,1507,1,0,1,0
51956,619900,3,3,2310,1,0,1,0
3160,450000,2,2,1551,1,0,1,0
40856,349900,2,2,1198,1,0,0,1
16829,598000,3,3,2545,1,0,1,0
15497,749900,3,3,2800,1,0,1,0
23592,730000,3,3,2336,1,0,1,0
105652,995000,4,3,2640,1,0,1,0
84533,699999,3,2,1626,1,0,1,0
31840,975000,5,3,3193,1,1,0,0
31840,549500,3,2,1248,1,0,0,1
91603,574900,3,2,2052,1,0,1,0
31840,549500,4,2,1776,1,0,1,0
53498,549000,3,2,1709,1,0,1,0
23592,589900,2,3,2008,1,0,1,0
31065,824800,4,3,2288,1,0,1,0
55379,499900,4,2,2042,1,0,1,0
78535,1125000,4,3,2680,1,0,1,0
53016,349900,2,2,1072,1,0,0,1
84533,469900,2,3,1500,1,0,1,0
78725,789900,4,3,3032,1,1,0,0
22611,649900,3,2,2050,1,0,1,0
16829,309900,2,1,1009,1,0,0,1
65601,919900,4,3,2908,1,0,1,0
81763,600000,3,2,1988,1,0,1,0
10792,364900,2,2,1274,1,0,0,1
3160,489000,4,4,2544,1,0,1,0
21226,499999,3,2,1225,1,0,0,1
81590,640000,4,2,1896,1,0,1,0
78535,374900,1,2,1130,1,0,0,1
84533,430000,3,2,1347,1,0,0,1
74093,348900,2,2,1274,1,0,0,1
48249,2999900,4,4,6100,1,1,0,0
55892,849000,4,4,2000,1,0,1,0
78998,1460000,4,3,3152,1,1,0,0
82609,875000,4,3,3280,1,1,0,0
53283,1000000,4,4,3910,1,1,0,0
56792,985000,3,3,3124,1,1,0,0
48246,1549000,5,5,4510,1,1,0,0
53189,1450000,5,5,4542,1,1,0,0
65839,750000,5,4,4200,1,1,0,0
78929,880000,3,3,3025,1,1,0,0
22776,550000,4,2,1934,1,0,1,0
110138,1399000,5,5,4889,1,1,0,0
78929,350000,3,2,1140,1,0,0,1
22776,939000,4,3,3434,1,1,0,0
57226,1385000,4,5,5125,1,1,0,0
16829,859900,4,3,3006,1,1,0,0
99190,1195000,4,4,4427,1,1,0,0
53189,795000,5,3,3233,1,1,0,0
55379,749000,4,3,2839,1,0,1,0
20701,529900,3,1,1520,1,0,1,0
22701,509900,4,1,1555,1,0,1,0
78136,389900,3,2,1525,1,0,1,0
24262,899900,3,4,2474,1,0,1,0
30519,595000,2,2,1680,1,0,1,0
48246,399999,2,1,1100,1,0,0,1
17658,399900,2,2,1416,1,0,0,1
61484,649000,5,3,2463,1,0,1,0
10732,775000,4,3,2116,1,0,1,0
22643,900000,4,4,4059,1,1,0,0
16829,650000,3,2,1600,1,0,1,0
20701,435000,2,1,1231,1,0,0,1
53016,739000,3,2,2020,1,0,1,0
108420,499000,3,2,1659,1,0,1,0
20701,799000,4,3,3785,1,1,0,0
20701,799900,2,3,2519,1,0,1,0
48247,1600000,4,5,5014,1,1,0,0
26147,649900,3,3,2480,1,0,1,0
22626,799000,2,3,1983,1,0,1,0
48247,319000,3,2,1200,1,0,0,1
22669,675000,3,2,1340,1,0,0,1
20701,969000,3,3,2420,1,0,1,0
10390,499900,4,2,1229,1,0,0,1
48246,389900,2,1,750,1,0,0,1
23592,1198000,5,4,4059,1,1,0,0
38539,450000,1,1,2229,1,0,1,0
44031,499000,3,2,1620,1,0,1,0
53016,639000,8,3,2802,1,0,1,0
20701,1700000,3,4,2460,1,0,1,0
22702,799000,2,2,1633,1,0,1,0
6290,380000,3,2,1972,1,0,1,0
55379,349000,4,2,1841,1,0,1,0
22669,549000,2,1,1018,1,0,0,1
20701,325000,3,2,1081,1,0,0,1
104020,689000,3,2,2253,1,0,1,0
9682,449000,6,2,2765,1,0,1,0
32454,2399000,3,3,2373,1,0,1,0
86632,279950,2,1,514,1,0,0,1
48247,625000,2,2,2115,1,0,1,0
48247,875000,2,2,1284,1,0,0,1
7408,225000,1,1,678,1,0,0,1
48247,775000,2,2,1235,1,0,0,1
48247,825000,2,2,1284,1,0,0,1
104020,519000,2,2,2244,1,0,1,0
69638,225000,2,1,657,1,0,0,1
20701,299000,2,2,958,1,0,0,1
32318,980000,9,9,9602,1,1,0,0
32318,350000,2,2,1970,1,0,1,0
108420,1200000,5,3,3580,1,1,0,0
55892,638500,4,4,1415,1,0,0,1
48246,889900,4,3,2857,1,0,1,0
56419,699000,2,1,1464,1,0,0,1
38539,489000,2,3,1501,1,0,1,0
20701,899900,3,5,3505,1,1,0,0
55892,638500,4,5,1907,1,0,1,0
17655,439900,3,1,1298,1,0,0,1
55892,612500,4,4,1886,1,0,1,0
92373,549999,3,2,1298,1,0,0,1
22611,510000,3,3,1524,1,0,1,0
20701,524900,2,1,1318,1,0,0,1
108420,475000,3,2,1231,1,0,0,1
16829,1925000,5,6,5376,1,1,0,0
53189,359000,1,1,1025,1,0,0,1
53016,435000,4,1,1147,1,0,0,1
48246,499500,2,3,1330,1,0,0,1
53016,749990,4,2,2094,1,0,1,0
53016,895000,8,5,3701,1,1,0,0
48246,439900,3,1,1112,1,0,0,1
38539,749000,4,3,1709,1,0,1,0
78136,899800,4,3,3760,1,1,0,0
48104,595000,4,2,1550,1,0,1,0
48246,475000,3,1,1037,1,0,0,1
53498,499900,3,2,1348,1,0,0,1
16829,549000,3,2,2244,1,0,1,0
53016,285000,2,1,952,1,0,0,1
15937,399900,2,1,1080,1,0,0,1
12941,1250000,5,4,4000,1,1,0,0
22702,2475000,4,5,4751,1,1,0,0
38539,3199000,4,6,6981,1,1,0,0
48246,775000,3,2,2088,1,0,1,0
48246,1343000,3,4,3312,1,1,0,0
65592,1995000,6,6,4699,1,1,0,0
48104,2200000,6,4,4898,1,1,0,0
48246,2850000,4,5,5600,1,1,0,0
48246,879000,3,3,2457,1,0,1,0
48246,948000,6,3,2980,1,0,1,0
55473,2995000,5,7,7554,1,1,0,0
45479,799000,3,2,1766,1,0,1,0
48246,3895000,4,6,7216,1,1,0,0
12920,1099000,4,3,3078,1,1,0,0
22702,750000,3,2,1193,1,0,0,1
55473,1395000,4,4,3954,1,1,0,0
78136,724900,4,3,1960,1,0,1,0
78136,598000,2,2,1764,1,0,1,0
22702,849000,5,3,2544,1,0,1,0
32318,1699000,5,3,3373,1,1,0,0
48246,985000,5,3,2132,1,0,1,0
53016,849000,3,3,1892,1,0,1,0
65592,849000,3,3,2096,1,0,1,0
32454,1995000,3,4,4000,1,1,0,0
48104,3990000,4,6,4870,1,1,0,0
48246,5500000,7,4,5867,1,1,0,0
22702,709000,3,2,2252,1,0,1,0
22702,779000,3,2,1916,1,0,1,0
107960,699000,3,2,1912,1,0,1,0
48246,875000,3,3,2268,1,0,1,0
89024,499000,2,2,1291,1,0,0,1
107960,489000,2,2,1392,1,0,0,1
23592,429000,4,2,1300,1,0,0,1
89024,749900,3,2,1715,1,0,1,0
22611,725000,3,3,2100,1,0,1,0
23592,1475000,4,3,2950,1,0,1,0
89024,759000,4,2,1700,1,0,1,0
107960,1795000,5,4,3800,1,1,0,0
7865,269900,2,1,868,1,0,0,1
94697,489000,1,1,651,1,0,0,1
53189,725000,2,2,1400,1,0,0,1
7865,925000,3,3,1700,1,0,1,0
83628,949900,3,3,2223,1,0,1,0
10685,1499900,4,3,3567,1,1,0,0
7865,750000,2,2,1000,1,0,0,1
7865,800000,2,2,1000,1,0,0,1
7865,850000,2,2,1200,1,0,0,1
59868,499900,2,2,1110,1,0,0,1
15937,519900,2,2,970,1,0,0,1
79218,865000,3,2,1700,1,0,1,0
83628,525000,2,2,889,1,0,0,1
15937,220000,2,1,693,1,0,0,1
94697,1629900,3,4,2464,1,0,1,0
94697,285000,1,1,423,1,0,0,1
53189,725000,2,2,1400,1,0,0,1
7865,899900,4,3,2614,1,0,1,0
78929,429900,1,2,784,1,0,0,1
94697,1180000,4,3,3478,1,1,0,0
53189,499900,2,1,1495,1,0,0,1
83628,779900,3,3,2600,1,0,1,0
78929,299000,1,1,589,1,0,0,1
53189,645000,5,2,2088,1,0,1,0
53016,549900,2,2,1453,1,0,0,1
56419,1150000,4,3,3470,1,1,0,0
78136,489000,2,2,1258,1,0,0,1
59868,599000,2,3,1658,1,0,1,0
16829,824900,2,3,2672,1,0,1,0
53570,649900,4,3,2605,1,0,1,0
20251,949000,4,4,5500,1,1,0,0
20701,439900,2,2,1226,1,0,0,1
57226,927000,6,4,4203,1,1,0,0
4873,675000,4,2,1977,1,0,1,0
81923,849888,3,4,3700,1,1,0,0
30519,870000,4,4,3254,1,1,0,0
16829,899900,2,3,2538,1,0,1,0
30519,565000,2,3,1828,1,0,1,0
16829,864900,2,3,2538,1,0,1,0
107929,1495000,3,4,3942,1,1,0,0
91603,574900,3,3,1900,1,0,1,0
107928,685000,3,2,1597,1,0,1,0
65426,549000,2,1,900,1,0,0,1
48246,483000,3,1,1348,1,0,0,1
15937,590000,3,2,1778,1,0,1,0
53189,799000,3,3,2527,1,0,1,0
22725,1100000,3,2,2113,1,0,1,0
0,495500,3,2,1224,1,0,0,1
94697,750000,3,2,1557,1,0,1,0
107928,1650000,4,5,4578,1,1,0,0
7865,850000,4,4,4724,1,1,0,0
7865,949900,3,3,1808,1,0,1,0
16829,2500000,4,3,5476,1,1,0,0
7865,699900,3,2,1228,1,0,0,1
78136,1395000,4,4,3964,1,1,0,0
90215,1799000,7,5,3116,1,1,0,0
7865,799000,3,2,1416,1,0,0,1
55379,275000,2,2,1280,1,0,0,1
59868,719900,4,3,2380,1,0,1,0
68426,574900,2,2,1456,1,0,0,1
109914,319900,3,2,1178,1,0,0,1
7865,429900,2,3,1058,1,0,0,1
109914,385000,3,1,1247,1,0,0,1
49914,429900,2,2,1275,1,0,0,1
38539,429000,3,2,1616,1,0,1,0
56419,650000,3,2,1305,1,0,0,1
7865,429900,2,3,1058,1,0,0,1
53498,529900,3,2,1938,1,0,1,0
107925,399900,3,1,1768,1,0,1,0
84533,499000,3,2,1428,1,0,0,1
9133,549900,6,2,1600,1,0,1,0
53016,567000,4,2,1936,1,0,1,0
20997,379900,2,1,1094,1,0,0,1
57226,769900,4,3,2556,1,0,1,0
75099,439900,2,2,1160,1,0,0,1
78929,899900,5,5,3979,1,1,0,0
18809,420000,2,2,1048,1,0,0,1
48246,329900,2,2,1091,1,0,0,1
53189,699900,3,3,1764,1,0,1,0
94697,499900,3,1,1248,1,0,0,1
59868,79000,1,1,720,1,0,0,1
53016,189000,2,1,742,1,0,0,1
10390,649900,3,3,1562,1,0,1,0
53016,599900,3,1,1296,1,0,0,1
78136,1500000,6,7,7360,1,1,0,0
42948,399000,2,3,1470,1,0,0,1
53016,369900,2,2,1072,1,0,0,1
39511,540000,4,2,1428,1,0,0,1
20701,239000,2,1,785,1,0,0,1
15937,539900,4,2,1260,1,0,0,1
18575,399900,3,1,800,1,0,0,1
55379,599999,3,2,1460,1,0,0,1
15937,185000,1,1,707,1,0,0,1
97359,549900,4,3,1598,1,0,1,0
15937,599000,3,2,1712,1,0,1,0
107925,779900,3,3,2942,1,0,1,0
65839,550000,4,2,1512,1,0,1,0
94375,589000,3,2,2158,1,0,1,0
7804,419900,2,1,840,1,0,0,1
78136,539900,3,3,2400,1,0,1,0
17655,330000,2,1,1240,1,0,0,1
23592,369900,2,1,980,1,0,0,1
53189,1495000,4,4,5258,1,1,0,0
22627,749000,4,4,2905,1,0,1,0
7865,1250000,5,4,4187,1,1,0,0
10732,825000,5,3,3376,1,1,0,0
15937,549900,4,2,2068,1,0,1,0
55892,420000,3,1,1802,1,0,1,0
109914,735000,3,3,2218,1,0,1,0
20701,469900,3,1,1512,1,0,1,0
16829,299000,2,1,760,1,0,0,1
78136,239800,1,1,645,1,0,0,1
22626,649900,3,2,2378,1,0,1,0
69306,769900,4,3,2849,1,0,1,0
88904,434500,2,2,1148,1,0,0,1
15937,595599,3,2,1584,1,0,1,0
48246,1100000,5,4,3684,1,1,0,0
18809,310000,2,1,832,1,0,0,1
27853,599000,4,2,1620,1,0,1,0
55379,450000,2,1,1177,1,0,0,1
16829,260000,1,1,645,1,0,0,1
15937,389900,3,3,1735,1,0,1,0
16232,279900,2,1,702,1,0,0,1
22673,545000,4,2,1440,1,0,0,1
32318,1100000,4,4,3677,1,1,0,0
53189,475000,3,3,1880,1,0,1,0
109914,499900,3,1,1491,1,0,0,1
53016,739900,5,3,2200,1,0,1,0
59868,299995,1,1,795,1,0,0,1
55892,549000,4,2,1428,1,0,0,1
55379,585000,3,2,1745,1,0,1,0
22626,599000,3,2,2215,1,0,1,0
57226,749000,3,3,2250,1,0,1,0
73482,425000,2,3,2156,1,0,1,0
23592,399999,2,1,977,1,0,0,1
22626,649900,3,2,2415,1,0,1,0
17658,740000,4,2,1824,1,0,1,0
22626,625000,3,3,2621,1,0,1,0
53016,539900,3,1,1366,1,0,0,1
18809,745000,3,2,2174,1,0,1,0
78136,639900,3,2,1738,1,0,1,0
58113,1399000,4,5,4474,1,1,0,0
22776,420000,2,2,1524,1,0,1,0
36026,549900,3,1,1092,1,0,0,1
23923,259900,1,1,698,1,0,0,1
48104,1395000,4,3,3880,1,1,0,0
48104,860000,4,3,3072,1,1,0,0
89024,1099000,6,3,4309,1,1,0,0
21570,749900,2,2,988,1,0,0,1
42475,319000,2,1,959,1,0,0,1
48246,475000,3,2,1342,1,0,0,1
48246,875000,4,3,3789,1,1,0,0
69633,865000,6,4,3740,1,1,0,0
70428,439900,4,3,1483,1,0,0,1
57226,369900,2,2,1080,1,0,0,1
108420,363000,2,2,840,1,0,0,1
22626,353900,2,1,763,1,0,0,1
48247,925000,3,3,2250,1,0,1,0
44031,939900,5,2,1916,1,0,1,0
22626,599900,7,3,2276,1,0,1,0
22702,1195000,5,3,2560,1,0,1,0
20701,750000,5,3,4047,1,1,0,0
53016,599900,7,3,2547,1,0,1,0
72480,539900,5,3,1899,1,0,1,0
104020,219900,1,1,792,1,0,0,1
32454,2200000,2,2,1599,1,0,1,0
22669,210000,2,1,645,1,0,0,1
69638,1150000,6,3,2365,1,0,1,0
23592,4199000,5,5,5200,1,1,0,0
78136,468000,4,3,2382,1,0,1,0
32454,2499000,4,3,2130,1,0,1,0
22626,419900,3,2,1636,1,0,1,0
78136,349900,3,1,1463,1,0,0,1
22669,1300000,2,2,2015,1,0,1,0
86632,320000,3,2,1274,1,0,0,1
23592,545000,2,2,1024,1,0,0,1
53016,1275000,5,4,4267,1,1,0,0
14933,599000,4,2,3344,1,1,0,0
38539,389000,2,1,1094,1,0,0,1
16829,1099000,3,3,3032,1,1,0,0
107925,1299000,4,3,3007,1,1,0,0
75086,959900,4,3,3024,1,1,0,0
78535,1375000,4,4,3669,1,1,0,0
16829,1390000,4,4,3466,1,1,0,0
22701,679000,4,1,1487,1,0,0,1
67721,549900,3,1,1272,1,0,0,1
48246,1875000,4,5,6882,1,1,0,0
22697,1400000,2,4,3454,1,1,0,0
22701,859900,3,3,2484,1,0,1,0
58113,2698000,6,7,5503,1,1,0,0
14933,799900,3,3,3785,1,1,0,0
22745,1250000,2,3,3775,1,1,0,0
107925,999000,4,4,3500,1,1,0,0
10390,739900,3,2,2054,1,0,1,0
15937,774900,3,2,2264,1,0,1,0
43395,619900,3,2,2283,1,0,1,0
22701,799900,4,3,2802,1,0,1,0
16829,799999,3,3,1860,1,0,1,0
55379,799900,3,2,2636,1,0,1,0
69638,319900,1,1,674,1,0,0,1
44031,499000,4,1,1612,1,0,1,0
23592,1650000,4,4,4400,1,1,0,0
22669,1175000,2,4,2071,1,0,1,0
32454,299900,1,1,806,1,0,0,1
22611,1250000,3,3,2659,1,0,1,0
107960,995000,3,4,1992,1,0,1,0
89024,1695000,4,5,4175,1,1,0,0
107960,795000,3,2,2113,1,0,1,0
89024,699000,3,3,1515,1,0,1,0
107960,749000,3,2,1652,1,0,1,0
22611,535000,3,2,1254,1,0,0,1
22611,839000,2,3,2447,1,0,1,0
22611,519000,3,2,1594,1,0,1,0
107960,775000,4,2,2432,1,0,1,0
63753,849000,4,3,2438,1,0,1,0
22611,569000,2,1,1166,1,0,0,1
107960,4995000,7,6,6298,1,1,0,0
107960,689000,3,2,1472,1,0,0,1
107960,795000,3,2,1854,1,0,1,0
107960,1375000,4,4,3766,1,1,0,0
23592,375000,3,1,961,1,0,0,1
22611,699500,4,2,2042,1,0,1,0
22611,1300000,4,3,3588,1,1,0,0
107960,675000,2,1,1260,1,0,0,1
21226,775000,3,4,2684,1,0,1,0
22701,609900,2,4,2350,1,0,1,0
53189,637000,2,1,1488,1,0,0,1
53189,637000,2,1,1488,1,0,0,1
53120,810000,6,2,1642,1,0,1,0
7865,439000,2,2,1472,1,0,0,1
20701,699900,4,2,2872,1,0,1,0
48246,1009000,4,3,3400,1,1,0,0
30519,299000,3,1,875,1,0,0,1
100742,429000,3,1,960,1,0,0,1
48246,425000,3,2,1303,1,0,0,1
104020,839000,3,3,2723,1,0,1,0
55892,369900,2,2,1197,1,0,0,1
78136,529000,4,2,1580,1,0,1,0
0,479900,4,2,1726,1,0,1,0
102135,449900,2,2,1221,1,0,0,1
32318,439900,2,2,1535,1,0,1,0
17658,504900,3,2,1339,1,0,0,1
58503,49900,2,1,600,1,0,0,1
81483,379000,3,2,2000,1,0,1,0
55379,379900,3,2,1624,1,0,1,0
23592,995000,5,4,2635,1,0,1,0
25619,415000,9,3,3194,1,1,0,0
89024,689000,3,2,1627,1,0,1,0
96118,399000,3,1,1050,1,0,0,1
99190,430000,2,1,777,1,0,0,1
71671,390000,2,3,1682,1,0,1,0
53016,695000,3,3,1908,1,0,1,0
48246,599900,3,2,1594,1,0,1,0
71303,499900,2,3,1995,1,0,1,0
57142,539000,2,4,1999,1,0,1,0
21226,575500,2,2,1302,1,0,0,1
48246,679900,3,3,2751,1,0,1,0
16829,554900,2,2,1275,1,0,0,1
16829,889900,3,3,3000,1,1,0,0
22701,549900,3,1,1742,1,0,1,0
60026,785000,3,3,2756,1,0,1,0
53016,735000,3,2,1547,1,0,1,0
10619,659000,4,3,3000,1,1,0,0
57226,699900,3,2,1721,1,0,1,0
107925,749900,3,2,2752,1,0,1,0
84533,899999,3,3,2940,1,0,1,0
50959,679000,3,2,1737,1,0,1,0
58113,1688000,6,5,7161,1,1,0,0
53016,549900,3,2,1848,1,0,1,0
78136,439900,3,2,1566,1,0,1,0
6955,669000,5,3,2269,1,0,1,0
56419,425000,2,1,937,1,0,0,1
78136,649800,3,2,2100,1,0,1,0
15937,389000,2,1,933,1,0,0,1
22630,750000,4,4,2646,1,0,1,0
106614,184900,2,2,1075,1,0,0,1
22701,669900,3,3,2544,1,0,1,0
107960,419000,2,2,1115,1,0,0,1
48246,575000,3,2,1584,1,0,1,0
53016,599000,3,3,2079,1,0,1,0
10732,599000,3,3,1715,1,0,1,0
57919,299900,2,1,766,1,0,0,1
89024,349900,2,1,892,1,0,0,1
32318,405000,3,1,1263,1,0,0,1
71674,789000,3,3,2361,1,0,1,0
83482,665000,8,2,2711,1,0,1,0
5482,599900,5,3,2160,1,0,1,0
6290,485000,2,2,1244,1,0,0,1
78998,549900,4,3,2484,1,0,1,0
53016,1100000,4,2,1930,1,0,1,0
6955,550000,3,3,1346,1,0,0,1
63453,599000,3,2,1249,1,0,0,1
53016,440000,2,2,1390,1,0,0,1
57226,599900,6,4,3782,1,1,0,0
63753,539000,2,1,892,1,0,0,1
89538,559900,3,2,1768,1,0,1,0
22702,549900,4,2,1365,1,0,0,1
7865,1299999,3,3,2346,1,0,1,0
36992,1250000,4,4,3337,1,1,0,0
83628,674900,4,2,2123,1,0,1,0
7804,619000,3,2,1610,1,0,1,0
107928,875000,3,3,1951,1,0,1,0
94697,719900,3,2,1500,1,0,1,0
22725,1175000,3,3,1846,1,0,1,0
107928,699900,6,2,2127,1,0,1,0
43336,550000,2,1,1236,1,0,0,1
7865,594500,3,2,1414,1,0,0,1
22673,550000,3,2,1536,1,0,1,0
107928,385000,2,1,895,1,0,0,1
53189,995000,3,3,2100,1,0,1,0
43395,764900,6,3,3071,1,1,0,0
22701,509900,3,2,1790,1,0,1,0
48246,369900,2,2,972,1,0,0,1
63753,349900,1,1,798,1,0,0,1
107960,485000,2,3,1955,1,0,1,0
69652,339900,2,1,1096,1,0,0,1
6290,519900,2,3,2435,1,0,1,0
55892,570000,6,2,2548,1,0,1,0
53016,499000,4,1,1466,1,0,0,1
7865,799000,6,3,2804,1,0,1,0
98733,699000,4,2,1835,1,0,1,0
107925,399900,3,2,1217,1,0,0,1
48246,449000,3,2,1128,1,0,0,1
22626,479499,3,2,1538,1,0,1,0
35547,625000,6,2,1980,1,0,1,0
38131,399900,2,1,1521,1,0,1,0
89024,325000,2,1,894,1,0,0,1
23923,459900,3,1,1413,1,0,0,1
53016,529000,5,2,2680,1,0,1,0
53016,649900,3,2,1722,1,0,1,0
53016,650000,7,3,2937,1,0,1,0
63753,629000,3,3,2240,1,0,1,0
109914,565000,3,2,1714,1,0,1,0
20701,285000,2,1,800,1,0,0,1
22611,769000,4,3,2009,1,0,1,0
22626,304900,2,1,850,1,0,0,1
48246,549000,4,2,1593,1,0,1,0
22611,485000,3,2,1428,1,0,0,1
107960,639000,3,3,1824,1,0,1,0
96118,699000,3,2,1250,1,0,0,1
48246,379000,2,1,1043,1,0,0,1
78136,785000,4,2,1660,1,0,1,0
48246,599000,3,2,1781,1,0,1,0
89024,875000,5,3,3614,1,1,0,0
78929,449000,4,2,1640,1,0,1,0
62151,425000,3,1,1232,1,0,0,1
55892,399000,2,2,1291,1,0,0,1
84533,689900,4,2,2652,1,0,1,0
78929,639900,3,2,1894,1,0,1,0
78136,475000,3,2,1356,1,0,0,1
23887,399000,2,2,1187,1,0,0,1
25619,549000,3,2,1418,1,0,0,1
78929,650000,3,2,1404,1,0,0,1
48104,529000,3,2,1536,1,0,1,0
15497,379900,2,2,1300,1,0,0,1
78136,649900,3,2,2537,1,0,1,0
103319,689000,5,3,2000,1,0,1,0
48246,1009000,4,3,3400,1,1,0,0
107929,349900,4,1,1536,1,0,1,0
102916,939900,3,3,2752,1,0,1,0
7865,799900,3,2,1380,1,0,0,1
78796,410000,4,2,1915,1,0,1,0
7865,849500,3,2,1566,1,0,1,0
94697,699900,3,2,1411,1,0,0,1
30519,349900,4,1,1484,1,0,0,1
30212,278500,1,1,629,1,0,0,1
21887,639900,6,2,3394,1,1,0,0
22745,1300000,3,3,3085,1,1,0,0
22626,625000,4,2,1728,1,0,1,0
62483,405000,3,2,1534,1,0,1,0
78136,869900,6,4,3851,1,1,0,0
36331,589900,3,2,1706,1,0,1,0
48246,1575000,4,7,4080,1,1,0,0
15937,410000,3,2,1547,1,0,1,0
109914,795000,4,4,2883,1,0,1,0
83482,389900,2,2,1808,1,0,1,0
15937,649900,6,3,2854,1,0,1,0
57226,569900,4,2,1703,1,0,1,0
22701,629900,3,3,1932,1,0,1,0
15937,639000,3,3,2330,1,0,1,0
48246,324900,3,1,812,1,0,0,1
48246,739000,4,3,2439,1,0,1,0
24324,399900,3,2,1554,1,0,1,0
63753,479900,4,2,1392,1,0,0,1
22611,945000,2,2,1017,1,0,0,1
22725,1049000,3,3,2682,1,0,1,0
58489,1199000,10,6,4095,1,1,0,0
65592,350000,2,1,920,1,0,0,1
83628,285000,3,2,1425,1,0,0,1
107925,799000,3,3,1979,1,0,1,0
87339,899900,3,2,1992,1,0,1,0
48246,699000,4,2,2227,1,0,1,0
89024,824900,4,4,2891,1,0,1,0
56419,1250000,6,4,6606,1,1,0,0
55379,399900,2,2,1580,1,0,1,0
78929,675000,4,3,3471,1,1,0,0
22611,638000,2,1,1278,1,0,0,1
30519,410000,4,2,1428,1,0,0,1
48104,449900,3,1,1249,1,0,0,1
21887,479900,3,1,1000,1,0,0,1
48247,337500,2,1,1000,1,0,0,1
53189,575000,3,3,1829,1,0,1,0
15891,279900,1,1,1025,1,0,0,1
107929,549900,3,1,1248,1,0,0,1
